"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"1006","Confidence judgement (first response)","","confidence_first","html-keyboard-response","955","1814311","0.0-279.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","96.5","50","96.5","true","63","","","","","","","","","","","","","","","","","","","","","",""
"836","forcedAdvice","0","forced_advice_display","html-button-response","956","1815149","0.0-279.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","957","1815958","0.0-279.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1400","Confidence judgment (second response)","","confidence_second","html-keyboard-response","958","1817362","0.0-279.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","99","50","99","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","959","1817367","0.0-280.0","32","prefer_not_to_say","","","","","","","","","","","","","","","7","12","117","237","300","63","right","96.5","2","no","right","right","99","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","960","1817859","0.0-281.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","961","1818376","0.0-281.0-1.0","32","prefer_not_to_say","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1127","Confidence judgement (first response)","","confidence_first","html-keyboard-response","962","1819507","0.0-281.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","89.5","89.5","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"819","noAdvice","0","no_advice_display","html-button-response","963","1820329","0.0-281.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","964","1821138","0.0-281.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1940","Confidence judgment (second response)","","confidence_second","html-keyboard-response","965","1823083","0.0-281.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","88.5","50","88.5","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","966","1823085","0.0-282.0","32","prefer_not_to_say","","","","","","","","","","","","","","","7","13","118","300","237","63","left","89.5","3","no","right","right","88.5","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","967","1823500","0.0-283.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","968","1824016","0.0-283.0-1.0","32","prefer_not_to_say","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"953","Confidence judgement (first response)","","confidence_first","html-keyboard-response","969","1824974","0.0-283.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98","50","98","true","63","","","","","","","","","","","","","","","","","","","","","",""
"783","forcedAdvice","0","forced_advice_display","html-button-response","970","1825760","0.0-283.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","971","1826580","0.0-283.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1106","Confidence judgment (second response)","","confidence_second","html-keyboard-response","972","1827690","0.0-283.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","88.5","88.5","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","973","1827695","0.0-284.0","32","prefer_not_to_say","","","","","","","","","","","","","","","7","14","119","237","300","63","right","98","2","no","left","left","88.5","false","","","","","",""
"933","block message","0","block_message","html-button-response","974","1828635","0.0-285.0","32","prefer_not_to_say","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","975","1829117","0.0-286.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","976","1829630","0.0-286.0-1.0","32","prefer_not_to_say","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","Confidence judgement (first response)","","confidence_first","html-keyboard-response","977","1830855","0.0-286.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","98.5","50","98.5","true","63","","","","","","","","","","","","","","","","","","","","","",""
"1336","forcedAdvice","0","forced_advice_display","html-button-response","978","1832193","0.0-286.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","979","1833027","0.0-286.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1077","Confidence judgment (second response)","","confidence_second","html-keyboard-response","980","1834107","0.0-286.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","99.5","99.5","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","981","1834108","0.0-287.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","0","120","237","300","63","right","98.5","2","no","left","left","99.5","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","982","1834610","0.0-288.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","983","1835124","0.0-288.0-1.0","32","prefer_not_to_say","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1148","Confidence judgement (first response)","","confidence_first","html-keyboard-response","984","1836275","0.0-288.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","97.5","50","97.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"820","noAdvice","0","no_advice_display","html-button-response","985","1837099","0.0-288.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","986","1837913","0.0-288.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1269","Confidence judgment (second response)","","confidence_second","html-keyboard-response","987","1839186","0.0-288.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","89.5","89.5","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","988","1839191","0.0-289.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","1","121","236","300","64","right","97.5","3","no","left","left","89.5","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","989","1839421","0.0-290.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","990","1839937","0.0-290.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1505","Confidence judgement (first response)","","confidence_first","html-keyboard-response","991","1841445","0.0-290.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","94.5","94.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"863","[advice choice Y,N]","1","advice_choice","html-button-response","992","1842311","0.0-290.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","993","1843126","0.0-290.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1171","Confidence judgment (second response)","","confidence_second","html-keyboard-response","994","1844301","0.0-290.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","94.5","94.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","995","1844305","0.0-291.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","2","122","300","236","64","left","94.5","1","no","left","left","94.5","true","","","","","",""
"1135","attncheck","1","attncheck","html-button-response","996","1845448","0.0-292.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","997","1845918","0.0-293.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","998","1846430","0.0-293.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1701","Confidence judgement (first response)","","confidence_first","html-keyboard-response","999","1848133","0.0-293.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","95.5","95.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"919","[advice choice Y,N]","1","advice_choice","html-button-response","1000","1849053","0.0-293.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1001","1849859","0.0-293.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1092","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1002","1850957","0.0-293.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","95.5","95.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1003","1850960","0.0-294.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","3","123","300","236","64","left","95.5","1","no","left","left","95.5","true","","","","","",""
"1209","block message","0","block_message","html-button-response","1004","1852176","0.0-295.0","32","prefer_not_to_say","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1005","1852534","0.0-296.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1006","1853048","0.0-296.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1653","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1007","1854703","0.0-296.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","90.75","90.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"942","[advice choice Y,N]","1","advice_choice","html-button-response","1008","1855646","0.0-296.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1009","1856458","0.0-296.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1165","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1010","1857627","0.0-296.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","90.75","90.75","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1011","1857628","0.0-297.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","4","124","300","236","64","left","90.75","1","no","left","left","90.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1012","1858052","0.0-298.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","1013","1858569","0.0-298.0-1.0","32","prefer_not_to_say","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1897","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1014","1860470","0.0-298.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","98","98","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"965","[advice choice Y,N]","1","advice_choice","html-button-response","1015","1861437","0.0-298.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1016","1862251","0.0-298.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1674","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1017","1863929","0.0-298.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","79.5","79.5","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1018","1863930","0.0-299.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","5","125","237","300","63","left","98","1","no","left","left","79.5","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1019","1864377","0.0-300.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1020","1864893","0.0-300.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2467","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1021","1867364","0.0-300.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","67.5","67.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"2102","forcedAdvice","0","forced_advice_display","html-button-response","1022","1869468","0.0-300.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","1023","1870326","0.0-300.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"4087","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1024","1874421","0.0-300.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","67.5","67.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1025","1874425","0.0-301.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","6","126","300","236","64","left","67.5","2","no","left","left","67.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1026","1874848","0.0-302.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1027","1875362","0.0-302.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1477","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1028","1876843","0.0-302.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","98.75","98.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1445","forcedAdvice","0","forced_advice_display","html-button-response","1029","1878290","0.0-302.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","1030","1879108","0.0-302.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1452","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1031","1880564","0.0-302.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.5","96.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1032","1880569","0.0-303.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","7","127","300","236","64","left","98.75","2","no","left","left","96.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1033","1880930","0.0-304.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1034","1881440","0.0-304.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1256","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1035","1882701","0.0-304.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","98.75","98.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"833","[advice choice Y,N]","1","advice_choice","html-button-response","1036","1883537","0.0-304.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1037","1884357","0.0-304.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1038","1885276","0.0-304.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","94.75","94.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1039","1885281","0.0-305.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","8","128","300","236","64","left","98.75","1","no","left","left","94.75","true","","","","","",""
"1063","block message","0","block_message","html-button-response","1040","1886352","0.0-306.0","32","prefer_not_to_say","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1041","1886688","0.0-307.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","1042","1887204","0.0-307.0-1.0","32","prefer_not_to_say","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1337","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1043","1888545","0.0-307.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","96","50","96","true","64","","","","","","","","","","","","","","","","","","","","","",""
"651","noAdvice","0","no_advice_display","html-button-response","1044","1889200","0.0-307.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1045","1890004","0.0-307.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1489","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1046","1891496","0.0-307.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","94.25","94.25","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1047","1891498","0.0-308.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","9","129","236","300","64","right","96","3","no","left","left","94.25","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1048","1891878","0.0-309.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","1049","1892418","0.0-309.0-1.0","32","prefer_not_to_say","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1050","1893442","0.0-309.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","96.75","50","96.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"735","noAdvice","0","no_advice_display","html-button-response","1051","1894181","0.0-309.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1052","1894988","0.0-309.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"592","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1053","1895583","0.0-309.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","96.75","50","96.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1054","1895585","0.0-310.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","10","130","236","300","64","right","96.75","3","no","left","right","96.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1055","1895830","0.0-311.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","1056","1896344","0.0-311.0-1.0","32","prefer_not_to_say","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1878","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1057","1898224","0.0-311.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","94.75","94.75","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"1555","noAdvice","0","no_advice_display","html-button-response","1058","1899783","0.0-311.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1059","1900599","0.0-311.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1029","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1060","1901631","0.0-311.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","94.75","94.75","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1061","1901632","0.0-312.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","11","131","236","300","64","left","94.75","3","no","left","left","94.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1062","1901907","0.0-313.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1063","1902421","0.0-313.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1294","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1064","1903717","0.0-313.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","98.25","98.25","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1330","forcedAdvice","0","forced_advice_display","html-button-response","1065","1905048","0.0-313.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","1066","1905862","0.0-313.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1074","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1067","1906940","0.0-313.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","99.5","99.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1068","1906944","0.0-314.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","12","132","300","236","64","left","98.25","2","no","left","left","99.5","true","","","","","",""
"1477","attncheck","2","attncheck","html-button-response","1069","1908431","0.0-315.0","32","prefer_not_to_say","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"null","fixation","null","fixation","html-keyboard-response","1070","1908931","0.0-316.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","1071","1909442","0.0-316.0-1.0","32","prefer_not_to_say","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1418","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1072","1910865","0.0-316.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","97.5","50","97.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"847","noAdvice","0","no_advice_display","html-button-response","1073","1911715","0.0-316.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","1074","1912590","0.0-316.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1767","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1075","1914359","0.0-316.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","97.75","97.75","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1076","1914361","0.0-317.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","13","133","236","300","64","right","97.5","3","no","left","left","97.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1077","1914864","0.0-318.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","1078","1915424","0.0-318.0-1.0","32","prefer_not_to_say","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1173","Confidence judgement (first response)","","confidence_first","html-keyboard-response","1079","1916602","0.0-318.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","100","100","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"968","forcedAdvice","0","forced_advice_display","html-button-response","1080","1917573","0.0-318.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","1081","1918392","0.0-318.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"934","Confidence judgment (second response)","","confidence_second","html-keyboard-response","1082","1919328","0.0-318.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.75","96.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","1083","1919330","0.0-319.0","32","prefer_not_to_say","","","","","","","","","","","","","","","8","14","134","300","236","64","left","100","2","no","left","left","96.75","true","","","","","",""
"1204","block message","0","block_message","html-button-response","1084","1920537","0.0-320.0","32","prefer_not_to_say","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","1085","1921012","0.0-321.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
