"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_first","html-keyboard-response","1231","1629149","0.0-376.0-2.0","1774","Confidence judgement (first response)","","","-1","-1","","","","right","58","50","58","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1232","1629683","0.0-376.0-4.0-0.0","532","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1233","1630488","0.0-376.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1234","1631955","0.0-376.0-6.0","1460.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","left","50.5","50.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1235","1631958","0.0-377.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","7","157","300","252","48","right","58","false","1774","2","yes","left","left","50.5","true","true","1460.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","1236","1633242","0.0-378.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1237","1633759","0.0-378.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1238","1635202","0.0-378.0-2.0","1437","Confidence judgement (first response)","","","-1","-1","","","","left","85.5","85.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1239","1635950","0.0-378.0-3.0-0.0","746","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1240","1636755","0.0-378.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1241","1637218","0.0-378.0-6.0","456","Confidence judgment (second response)","","","-1","-1","","","","left","85.5","85.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1242","1637222","0.0-379.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","8","158","300","252","48","left","85.5","true","1437","1","yes","left","left","85.5","true","true","456","","","","","","","",""
"","fixation","html-keyboard-response","1243","1638547","0.0-380.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1244","1639065","0.0-380.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1245","1640318","0.0-380.0-2.0","1246.9999999997672","Confidence judgement (first response)","","","-1","-1","","","","right","88.5","50","88.5","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1246","1640800","0.0-380.0-5.0-0.0","479","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1247","1641603","0.0-380.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1248","1642690","0.0-380.0-6.0","1079","Confidence judgment (second response)","","","-1","-1","","","","right","88.5","50","88.5","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1249","1642693","0.0-381.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","9","159","300","252","48","right","88.5","false","1246.9999999997672","3","yes","left","right","88.5","true","false","1079","","","","","","","",""
"","fixation","html-keyboard-response","1250","1643904","0.0-382.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1251","1644418","0.0-382.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1252","1647070","0.0-382.0-2.0","2646","Confidence judgement (first response)","","","-1","-1","","","","left","82.25","82.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1253","1648804","0.0-382.0-3.0-0.0","1732","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1254","1649610","0.0-382.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1255","1650151","0.0-382.0-6.0","536","Confidence judgment (second response)","","","-1","-1","","","","left","82.25","82.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1256","1650153","0.0-383.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","10","160","251","300","49","left","82.25","false","2646","1","yes","left","left","82.25","false","false","536","","","","","","","",""
"","fixation","html-keyboard-response","1257","1651605","0.0-384.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1258","1652122","0.0-384.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1259","1653404","0.0-384.0-2.0","1276","Confidence judgement (first response)","","","-1","-1","","","","right","97.75","50","97.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1260","1653918","0.0-384.0-5.0-0.0","512","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1261","1654720","0.0-384.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1262","1655686","0.0-384.0-6.0","959.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","right","97.75","50","97.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1263","1655690","0.0-385.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","11","161","251","300","49","right","97.75","true","1276","3","yes","left","right","97.75","false","true","959.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","1264","1656966","0.0-386.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1265","1657483","0.0-386.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1266","1659504","0.0-386.0-2.0","2015.0000000002328","Confidence judgement (first response)","","","-1","-1","","","","right","96.5","50","96.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1267","1660051","0.0-386.0-4.0-0.0","545","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1268","1660856","0.0-386.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1269","1661286","0.0-386.0-6.0","420","Confidence judgment (second response)","","","-1","-1","","","","right","96.5","50","96.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1270","1661290","0.0-387.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","12","162","251","300","49","right","96.5","true","2015.0000000002328","2","yes","right","right","96.5","true","true","420","","","","","","","",""
"","fixation","html-keyboard-response","1271","1662581","0.0-388.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1272","1663098","0.0-388.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1273","1664421","0.0-388.0-2.0","1317","Confidence judgement (first response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1274","1664934","0.0-388.0-5.0-0.0","511","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1275","1665736","0.0-388.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1276","1666753","0.0-388.0-6.0","1007.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1277","1666757","0.0-389.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","13","163","251","300","49","right","99","true","1317","3","yes","right","right","99","true","true","1007.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","1278","1668252","0.0-390.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1279","1668772","0.0-390.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1280","1670021","0.0-390.0-2.0","1243","Confidence judgement (first response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1281","1670552","0.0-390.0-4.0-0.0","529","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1282","1671357","0.0-390.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1283","1672224","0.0-390.0-6.0","860","Confidence judgment (second response)","","","-1","-1","","","","right","99","50","99","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1284","1672226","0.0-391.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","10","14","164","251","300","49","right","99","true","1243","2","yes","right","right","99","true","true","860","","","","","","","",""
"","block_message","html-button-response","1285","1673186","0.0-392.0","956","block message","0","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1286","1674644","0.0-393.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1287","1675161","0.0-393.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1288","1677838","0.0-393.0-2.0","2668","Confidence judgement (first response)","","","-1","-1","","","","right","56.75","50","56.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1289","1678353","0.0-393.0-5.0-0.0","513","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1290","1679156","0.0-393.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1291","1680040","0.0-393.0-6.0","878","Confidence judgment (second response)","","","-1","-1","","","","right","56.75","50","56.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1292","1680043","0.0-394.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","0","165","251","300","49","right","56.75","true","2668","3","yes","right","right","56.75","true","true","878","","","","","","","",""
"","fixation","html-keyboard-response","1293","1681515","0.0-395.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1294","1682033","0.0-395.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1295","1683755","0.0-395.0-2.0","1717","Confidence judgement (first response)","","","-1","-1","","","","right","63.5","50","63.5","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1296","1684420","0.0-395.0-3.0-0.0","663","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1297","1685226","0.0-395.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1298","1686486","0.0-395.0-6.0","1254","Confidence judgment (second response)","","","-1","-1","","","","left","52.25","52.25","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1299","1686490","0.0-396.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","1","166","300","251","49","right","63.5","false","1717","1","yes","left","left","52.25","true","true","1254","","","","","","","",""
"","fixation","html-keyboard-response","1300","1687860","0.0-397.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1301","1688380","0.0-397.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1302","1689839","0.0-397.0-2.0","1453","Confidence judgement (first response)","","","-1","-1","","","","left","89.5","89.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1303","1690303","0.0-397.0-4.0-0.0","462","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1304","1691108","0.0-397.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1305","1691558","0.0-397.0-6.0","444","Confidence judgment (second response)","","","-1","-1","","","","left","89.5","89.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1306","1691561","0.0-398.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","2","167","300","251","49","left","89.5","true","1453","2","yes","left","left","89.5","true","true","444","","","","","","","",""
"","fixation","html-keyboard-response","1307","1692905","0.0-399.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1308","1693422","0.0-399.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1309","1694553","0.0-399.0-2.0","1125","Confidence judgement (first response)","","","-1","-1","","","","right","96.75","50","96.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1310","1695208","0.0-399.0-3.0-0.0","654","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1311","1696013","0.0-399.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1312","1696572","0.0-399.0-6.0","553","Confidence judgment (second response)","","","-1","-1","","","","right","96.75","50","96.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1313","1696576","0.0-400.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","3","168","251","300","49","right","96.75","true","1125","1","yes","right","right","96.75","true","true","553","","","","","","","",""
"","fixation","html-keyboard-response","1314","1698061","0.0-401.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1315","1698585","0.0-401.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1316","1699657","0.0-401.0-2.0","1067","Confidence judgement (first response)","","","-1","-1","","","","right","81.75","50","81.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1317","1700135","0.0-401.0-4.0-0.0","476","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1318","1700939","0.0-401.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1319","1702006","0.0-401.0-6.0","1058.9999999997672","Confidence judgment (second response)","","","-1","-1","","","","right","81.75","50","81.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1320","1702010","0.0-402.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","4","169","251","300","49","right","81.75","true","1067","2","yes","right","right","81.75","true","true","1058.9999999997672","","","","","","","",""
"","fixation","html-keyboard-response","1321","1703390","0.0-403.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1322","1703907","0.0-403.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1323","1705357","0.0-403.0-2.0","1444","Confidence judgement (first response)","","","-1","-1","","","","right","88","50","88","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1324","1705925","0.0-403.0-3.0-0.0","566","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1325","1706730","0.0-403.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1326","1707873","0.0-403.0-6.0","1136","Confidence judgment (second response)","","","-1","-1","","","","left","53","53","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1327","1707876","0.0-404.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","5","170","300","251","49","right","88","false","1444","1","yes","left","left","53","true","true","1136","","","","","","","",""
"","fixation","html-keyboard-response","1328","1709236","0.0-405.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1329","1709754","0.0-405.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1330","1710924","0.0-405.0-2.0","1163","Confidence judgement (first response)","","","-1","-1","","","","right","99.25","50","99.25","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1331","1711405","0.0-405.0-5.0-0.0","479","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1332","1712208","0.0-405.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1333","1713060","0.0-405.0-6.0","843.9999999997672","Confidence judgment (second response)","","","-1","-1","","","","right","99.25","50","99.25","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1334","1713062","0.0-406.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","6","171","251","300","49","right","99.25","true","1163","3","yes","left","right","99.25","false","true","843.9999999997672","","","","","","","",""
"","fixation","html-keyboard-response","1335","1714506","0.0-407.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1336","1715023","0.0-407.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1337","1716241","0.0-407.0-2.0","1211","Confidence judgement (first response)","","","-1","-1","","","","left","95","95","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1338","1716739","0.0-407.0-4.0-0.0","496","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1339","1717544","0.0-407.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1340","1717940","0.0-407.0-6.0","386","Confidence judgment (second response)","","","-1","-1","","","","left","95","95","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1341","1717944","0.0-408.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","7","172","300","251","49","left","95","true","1211","2","yes","left","left","95","true","true","386","","","","","","","",""
"","attncheck","html-button-response","1342","1719422","0.0-409.0","1474","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","1343","1720888","0.0-410.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1344","1721404","0.0-410.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1345","1723191","0.0-410.0-2.0","1781","Confidence judgement (first response)","","","-1","-1","","","","right","61.25","50","61.25","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1346","1723873","0.0-410.0-3.0-0.0","680","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1347","1724678","0.0-410.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1348","1726208","0.0-410.0-6.0","1523","Confidence judgment (second response)","","","-1","-1","","","","left","51","51","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1349","1726212","0.0-411.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","8","173","300","251","49","right","61.25","false","1781","1","yes","left","left","51","true","true","1523","","","","","","","",""
"","fixation","html-keyboard-response","1350","1727624","0.0-412.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1351","1728141","0.0-412.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1352","1729292","0.0-412.0-2.0","1145","Confidence judgement (first response)","","","-1","-1","","","","right","95.5","50","95.5","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1353","1729811","0.0-412.0-5.0-0.0","516","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1354","1730614","0.0-412.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1355","1731571","0.0-412.0-6.0","951.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","right","95.5","50","95.5","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1356","1731575","0.0-413.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","9","174","300","251","49","right","95.5","false","1145","3","yes","left","right","95.5","true","false","951.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","1357","1732908","0.0-414.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1358","1733427","0.0-414.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1359","1734776","0.0-414.0-2.0","1343","Confidence judgement (first response)","","","-1","-1","","","","right","81.25","50","81.25","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1360","1735624","0.0-414.0-3.0-0.0","845","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1361","1736428","0.0-414.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1362","1736962","0.0-414.0-6.0","527","Confidence judgment (second response)","","","-1","-1","","","","right","81.25","50","81.25","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1363","1736966","0.0-415.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","11","10","175","250","300","50","right","81.25","true","1343","1","yes","right","right","81.25","true","true","527","","","","","","","",""
"","fixation","html-keyboard-response","1364","1738248","0.0-416.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1365","1738765","0.0-416.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
